  cell  ,E,W,N,S
"(8, 46)",0,1,0,0
"(9, 46)",0,1,0,1
"(10, 46)",1,0,1,0
"(11, 46)",0,1,0,0
"(12, 46)",0,1,0,1
"(13, 46)",1,0,1,1
"(14, 46)",1,0,1,1
"(15, 46)",0,0,1,1
"(16, 46)",0,0,1,1
"(17, 46)",0,1,1,0
"(18, 46)",0,1,0,1
"(19, 46)",1,0,1,0
"(20, 46)",1,0,0,1
"(21, 46)",0,1,1,0
"(22, 46)",1,0,0,0
"(23, 46)",0,1,0,1
"(24, 46)",1,0,1,0
"(25, 46)",1,0,0,1
"(26, 46)",0,0,1,1
"(27, 46)",0,0,1,1
"(28, 46)",1,0,1,0
"(29, 46)",1,0,0,1
"(30, 46)",1,0,1,0
"(31, 46)",0,1,0,1
"(32, 46)",1,0,1,0
"(33, 46)",1,1,0,0
"(34, 46)",1,0,0,1
"(35, 46)",0,0,1,1
"(36, 46)",0,1,1,0
"(37, 46)",0,1,0,1
"(38, 46)",0,1,1,0
"(39, 46)",1,1,0,0
"(40, 46)",1,1,0,0
"(41, 46)",0,1,0,1
"(42, 46)",0,1,1,0
"(43, 46)",0,1,0,1
"(44, 46)",1,0,1,0
"(45, 46)",1,0,0,1
"(46, 46)",0,0,1,1
"(47, 46)",0,1,1,0
"(48, 46)",1,1,0,0
"(49, 46)",1,0,0,1
"(50, 46)",0,1,1,0
"(51, 46)",1,1,0,0
"(52, 46)",1,0,0,1
"(53, 46)",0,1,1,0
"(54, 46)",0,1,0,1
"(55, 46)",0,1,1,0
"(56, 46)",1,1,0,0
"(57, 46)",1,1,0,0
"(58, 46)",1,1,0,0
"(59, 46)",1,1,0,0
"(60, 46)",0,1,0,1
"(61, 46)",0,0,1,1
"(62, 46)",0,0,1,1
"(63, 46)",1,0,1,0
"(64, 46)",0,1,0,1
"(65, 46)",0,0,1,1
"(66, 46)",1,1,1,0
"(67, 46)",1,0,0,1
"(68, 46)",0,1,1,0
"(69, 46)",0,0,0,1
"(70, 46)",0,0,1,1
"(71, 46)",1,0,1,1
"(72, 46)",1,0,1,1
"(73, 46)",1,0,1,0
"(74, 46)",0,1,0,0
"(75, 46)",1,0,0,1
"(76, 46)",1,0,1,0
"(77, 46)",0,1,0,1
"(78, 46)",0,1,1,0
"(79, 46)",0,0,0,1
"(80, 46)",0,0,1,1
"(81, 46)",1,1,1,0
"(82, 46)",0,1,0,0
"(83, 46)",1,1,0,0
"(84, 46)",1,1,0,0
"(85, 46)",0,0,0,1
"(86, 46)",0,0,1,1
"(87, 46)",0,1,1,0
"(88, 46)",1,1,0,0
"(89, 46)",0,1,0,1
"(90, 46)",0,0,1,1
"(91, 46)",0,0,1,1
"(92, 46)",0,0,1,1
"(93, 46)",1,0,1,0
"(94, 46)",0,1,0,1
"(95, 46)",0,0,1,1
"(96, 46)",1,0,1,0
"(97, 46)",1,0,0,1
"(98, 46)",0,1,1,0
"(99, 46)",1,1,0,0
"(100, 46)",0,1,0,1
"(101, 46)",1,0,1,0
"(102, 46)",1,0,0,1
"(103, 46)",0,0,1,1
"(104, 46)",1,0,1,0
"(105, 46)",1,1,0,1
"(106, 46)",0,0,1,1
"(107, 46)",0,0,1,0
"(108, 46)",0,1,0,1
"(109, 46)",1,0,1,0
"(110, 46)",0,1,0,1
"(111, 46)",1,0,1,0
"(112, 46)",0,1,0,1
"(113, 46)",1,0,1,0
"(114, 46)",1,0,0,1
"(115, 46)",0,1,1,0
"(116, 46)",1,0,0,1
"(117, 46)",0,0,1,1
"(118, 46)",0,1,1,0
"(119, 46)",1,0,0,0
"(120, 46)",1,0,0,1
"(121, 46)",0,1,1,0
"(122, 46)",1,1,0,0
"(123, 46)",1,0,0,1
"(124, 46)",0,0,1,1
"(125, 46)",0,1,1,0
"(126, 46)",1,1,0,0
"(127, 46)",0,1,0,1
"(128, 46)",1,1,1,0
"(129, 46)",0,1,0,1
"(130, 46)",0,0,1,1
"(131, 46)",1,0,1,0
"(132, 46)",1,1,0,0
"(133, 46)",1,1,0,0
"(134, 46)",1,1,0,0
"(135, 46)",1,0,0,1
"(136, 46)",0,0,1,1
"(137, 46)",0,1,1,0
"(138, 46)",1,1,0,1
"(139, 46)",1,0,1,0
"(140, 46)",1,1,0,0
"(141, 46)",0,1,0,1
"(142, 46)",0,0,1,1
"(143, 46)",0,1,1,1
"(144, 46)",0,0,1,1
"(145, 46)",0,0,1,1
"(146, 46)",0,1,1,1
"(147, 46)",0,0,1,0
"(148, 46)",0,1,0,1
"(149, 46)",1,0,1,0
"(150, 46)",1,1,0,0
"(151, 46)",1,1,0,0
"(152, 46)",0,1,0,1
"(153, 46)",0,0,1,1
"(154, 46)",1,0,1,0
"(155, 46)",1,0,0,1
"(156, 46)",0,1,1,0
"(157, 46)",1,1,0,0
"(158, 46)",0,1,0,1
"(159, 46)",1,0,1,0
"(160, 46)",1,1,0,0
"(161, 46)",0,1,0,1
"(162, 46)",1,0,1,0
"(163, 46)",1,1,0,0
"(164, 46)",1,1,0,0
"(165, 46)",1,1,0,0
"(166, 46)",0,1,0,1
"(167, 46)",1,1,1,0
"(168, 46)",1,0,0,1
"(169, 46)",0,1,1,0
"(170, 46)",1,0,0,1
"(171, 46)",1,0,1,0
"(172, 46)",1,1,0,0
"(173, 46)",1,0,0,1
"(174, 46)",0,0,1,1
"(175, 46)",1,1,1,0
"(176, 46)",0,1,0,1
"(177, 46)",1,1,1,0
"(178, 46)",1,0,0,1
"(179, 46)",0,1,1,1
"(180, 46)",0,0,1,0
"(181, 46)",0,1,0,1
"(182, 46)",0,0,1,1
"(183, 46)",0,1,1,0
"(184, 46)",1,1,0,0
"(185, 46)",1,0,0,1
"(186, 46)",0,0,1,1
"(187, 46)",0,1,1,0
"(188, 46)",1,0,0,0
"(189, 46)",1,0,0,1
"(190, 46)",0,1,1,1
"(191, 46)",0,0,1,1
"(192, 46)",1,0,1,1
"(193, 46)",0,0,1,1
"(194, 46)",0,1,1,0
"(195, 46)",1,0,0,1
"(196, 46)",0,1,1,0
"(197, 46)",0,1,0,1
"(198, 46)",0,1,1,0
"(199, 46)",1,0,0,1
"(200, 46)",1,1,1,0
"(1, 47)",1,0,0,0
"(2, 47)",1,0,0,1
"(3, 47)",1,0,1,1
"(4, 47)",0,0,1,1
"(5, 47)",0,0,1,1
"(6, 47)",1,0,1,0
"(7, 47)",0,1,0,1
"(8, 47)",0,0,1,1
"(9, 47)",1,0,1,0
"(10, 47)",0,1,0,1
"(11, 47)",1,0,1,0
"(12, 47)",1,0,0,1
"(13, 47)",0,1,1,0
"(14, 47)",1,1,0,0
"(15, 47)",1,0,0,1
"(16, 47)",0,0,1,1
"(17, 47)",0,0,1,1
"(18, 47)",1,0,1,0
"(19, 47)",1,1,0,0
"(20, 47)",1,1,0,0
"(21, 47)",0,0,0,1
"(22, 47)",0,1,1,1
"(23, 47)",1,0,1,0
"(24, 47)",1,1,0,0
"(25, 47)",1,1,0,0
"(26, 47)",0,0,0,1
"(27, 47)",1,0,1,0
"(28, 47)",0,1,0,1
"(29, 47)",0,1,1,0
"(30, 47)",1,1,0,0
"(31, 47)",0,0,0,1
"(32, 47)",0,1,1,1
"(33, 47)",0,1,1,0
"(34, 47)",0,1,0,1
"(35, 47)",1,0,1,0
"(36, 47)",1,0,0,0
"(37, 47)",1,0,0,1
"(38, 47)",1,0,1,0
"(39, 47)",1,1,0,0
"(40, 47)",0,1,0,1
"(41, 47)",0,0,1,1
"(42, 47)",0,0,1,1
"(43, 47)",0,0,1,0
"(44, 47)",1,1,0,0
"(45, 47)",0,1,0,1
"(46, 47)",0,0,1,1
"(47, 47)",1,0,1,0
"(48, 47)",1,1,0,0
"(49, 47)",1,1,0,1
"(50, 47)",1,0,1,0
"(51, 47)",1,1,0,0
"(52, 47)",0,1,0,1
"(53, 47)",0,0,1,1
"(54, 47)",0,0,1,1
"(55, 47)",1,0,1,1
"(56, 47)",0,1,1,0
"(57, 47)",1,1,0,0
"(58, 47)",0,1,0,1
"(59, 47)",0,1,1,0
"(60, 47)",1,0,0,1
"(61, 47)",0,0,1,1
"(62, 47)",0,0,1,0
"(63, 47)",0,1,0,1
"(64, 47)",0,0,1,1
"(65, 47)",1,0,1,0
"(66, 47)",1,1,0,0
"(67, 47)",0,1,0,1
"(68, 47)",0,0,1,1
"(69, 47)",0,0,1,1
"(70, 47)",1,0,1,0
"(71, 47)",1,1,0,0
"(72, 47)",1,1,0,0
"(73, 47)",0,1,0,1
"(74, 47)",1,0,1,0
"(75, 47)",1,1,0,0
"(76, 47)",1,1,0,0
"(77, 47)",1,0,0,1
"(78, 47)",1,0,1,0
"(79, 47)",1,0,0,1
"(80, 47)",1,0,1,0
"(81, 47)",1,1,0,0
"(82, 47)",1,0,0,1
"(83, 47)",1,1,1,0
"(84, 47)",0,1,0,1
"(85, 47)",1,0,1,0
"(86, 47)",1,0,0,1
"(87, 47)",0,0,1,1
"(88, 47)",0,1,1,0
"(89, 47)",1,0,0,1
"(90, 47)",0,0,1,1
"(91, 47)",1,0,1,0
"(92, 47)",1,0,0,0
"(93, 47)",0,1,0,1
"(94, 47)",1,0,1,0
"(95, 47)",1,0,0,1
"(96, 47)",0,1,1,0
"(97, 47)",1,1,0,0
"(98, 47)",1,0,0,0
"(99, 47)",0,1,0,1
"(100, 47)",1,0,1,0
"(101, 47)",1,1,0,1
"(102, 47)",0,1,1,1
"(103, 47)",0,0,1,0
"(104, 47)",0,1,0,1
"(105, 47)",1,1,1,0
"(106, 47)",1,0,0,1
"(107, 47)",0,0,1,1
"(108, 47)",1,0,1,0
"(109, 47)",1,1,0,0
"(110, 47)",1,0,0,1
"(111, 47)",0,1,1,0
"(112, 47)",1,0,0,0
"(113, 47)",0,1,0,1
"(114, 47)",0,1,1,0
"(115, 47)",1,0,0,0
"(116, 47)",0,1,0,1
"(117, 47)",0,0,1,1
"(118, 47)",0,0,1,1
"(119, 47)",1,1,1,0
"(120, 47)",1,1,0,0
"(121, 47)",0,0,0,1
"(122, 47)",0,1,1,1
"(123, 47)",1,1,1,0
"(124, 47)",1,0,0,1
"(125, 47)",1,0,1,0
"(126, 47)",0,1,0,1
"(127, 47)",0,0,1,0
"(128, 47)",0,1,0,1
"(129, 47)",0,0,1,1
"(130, 47)",1,0,1,0
"(131, 47)",1,1,0,0
"(132, 47)",0,1,0,0
"(133, 47)",1,1,0,0
"(134, 47)",1,1,0,0
"(135, 47)",1,1,0,0
"(136, 47)",1,0,0,1
"(137, 47)",1,0,1,0
"(138, 47)",1,1,0,0
"(139, 47)",1,1,0,0
"(140, 47)",0,1,0,1
"(141, 47)",1,0,1,1
"(142, 47)",0,0,1,1
"(143, 47)",0,0,1,1
"(144, 47)",0,0,1,1
"(145, 47)",1,0,1,0
"(146, 47)",1,0,0,1
"(147, 47)",0,0,1,1
"(148, 47)",0,0,1,1
"(149, 47)",0,1,1,0
"(150, 47)",1,1,0,0
"(151, 47)",0,1,0,1
"(152, 47)",1,0,1,0
"(153, 47)",0,0,0,1
"(154, 47)",0,1,1,1
"(155, 47)",0,1,1,0
"(156, 47)",1,0,0,0
"(157, 47)",0,1,0,1
"(158, 47)",0,0,1,1
"(159, 47)",1,1,1,0
"(160, 47)",0,1,0,1
"(161, 47)",1,0,1,0
"(162, 47)",0,1,0,1
"(163, 47)",0,1,1,0
"(164, 47)",1,1,0,0
"(165, 47)",1,1,0,0
"(166, 47)",0,0,0,1
"(167, 47)",0,1,1,0
"(168, 47)",0,1,0,1
"(169, 47)",1,0,1,0
"(170, 47)",1,1,0,0
"(171, 47)",0,1,0,1
"(172, 47)",0,1,1,0
"(173, 47)",1,1,0,1
"(174, 47)",1,0,1,0
"(175, 47)",0,1,0,1
"(176, 47)",0,0,1,0
"(177, 47)",1,1,0,0
"(178, 47)",1,1,0,1
"(179, 47)",0,0,1,0
"(180, 47)",1,0,0,1
"(181, 47)",1,0,1,0
"(182, 47)",1,0,0,1
"(183, 47)",0,0,1,1
"(184, 47)",1,1,1,0
"(185, 47)",0,1,0,1
"(186, 47)",1,0,1,0
"(187, 47)",0,0,0,1
"(188, 47)",0,1,1,1
"(189, 47)",0,1,1,0
"(190, 47)",1,0,0,1
"(191, 47)",1,0,1,0
"(192, 47)",0,1,0,1
"(193, 47)",1,0,1,0
"(194, 47)",1,0,0,0
"(195, 47)",0,1,0,1
"(196, 47)",0,0,1,1
"(197, 47)",1,0,1,0
"(198, 47)",1,0,0,1
"(199, 47)",0,1,1,0
"(200, 47)",0,1,0,0
"(1, 48)",1,1,0,0
"(2, 48)",1,1,0,0
"(3, 48)",1,1,0,0
"(4, 48)",1,0,0,0
"(5, 48)",1,0,0,1
"(6, 48)",0,1,1,0
"(7, 48)",1,0,0,1
"(8, 48)",1,0,1,0
"(9, 48)",0,1,0,1
"(10, 48)",0,0,1,1
"(11, 48)",0,1,1,0
"(12, 48)",1,1,0,0
"(13, 48)",1,0,0,1
"(14, 48)",0,1,1,0
"(15, 48)",0,1,0,1
"(16, 48)",0,0,1,1
"(17, 48)",1,0,1,0
"(18, 48)",0,1,0,1
"(19, 48)",0,1,1,0
"(20, 48)",0,1,0,1
"(21, 48)",1,0,1,0
"(22, 48)",1,0,0,1
"(23, 48)",0,1,1,0
"(24, 48)",0,1,0,1
"(25, 48)",0,1,1,0
"(26, 48)",1,0,0,1
"(27, 48)",1,1,1,0
"(28, 48)",1,0,0,1
"(29, 48)",1,0,1,0
"(30, 48)",0,1,0,1
"(31, 48)",0,0,1,1
"(32, 48)",0,0,1,1
"(33, 48)",1,0,1,1
"(34, 48)",0,0,1,0
"(35, 48)",1,1,0,0
"(36, 48)",1,1,0,0
"(37, 48)",1,1,0,0
"(38, 48)",1,1,0,1
"(39, 48)",0,1,1,0
"(40, 48)",1,0,0,1
"(41, 48)",0,0,1,1
"(42, 48)",0,0,1,1
"(43, 48)",0,0,1,1
"(44, 48)",0,1,1,0
"(45, 48)",1,0,0,0
"(46, 48)",1,0,0,1
"(47, 48)",0,1,1,0
"(48, 48)",1,1,0,0
"(49, 48)",1,1,0,0
"(50, 48)",1,1,0,0
"(51, 48)",0,1,0,0
"(52, 48)",1,0,0,1
"(53, 48)",0,0,1,1
"(54, 48)",1,0,1,0
"(55, 48)",0,1,0,0
"(56, 48)",1,0,0,1
"(57, 48)",0,1,1,0
"(58, 48)",0,0,0,1
"(59, 48)",0,0,1,1
"(60, 48)",0,1,1,1
"(61, 48)",1,0,1,1
"(62, 48)",0,0,1,1
"(63, 48)",1,0,1,0
"(64, 48)",1,0,0,1
"(65, 48)",0,1,1,0
"(66, 48)",0,1,0,1
"(67, 48)",0,0,1,0
"(68, 48)",1,0,0,1
"(69, 48)",1,0,1,0
"(70, 48)",1,1,0,0
"(71, 48)",1,1,0,0
"(72, 48)",0,1,0,1
"(73, 48)",1,0,1,0
"(74, 48)",0,1,0,1
"(75, 48)",0,1,1,0
"(76, 48)",0,1,0,1
"(77, 48)",0,1,1,0
"(78, 48)",0,1,0,1
"(79, 48)",0,1,1,0
"(80, 48)",1,1,0,0
"(81, 48)",0,1,0,0
"(82, 48)",1,1,0,0
"(83, 48)",0,1,0,1
"(84, 48)",0,0,1,0
"(85, 48)",1,1,0,0
"(86, 48)",1,1,0,1
"(87, 48)",0,0,1,1
"(88, 48)",0,0,1,1
"(89, 48)",1,1,1,0
"(90, 48)",1,0,0,1
"(91, 48)",0,1,1,0
"(92, 48)",0,1,0,1
"(93, 48)",1,0,1,1
"(94, 48)",0,1,1,0
"(95, 48)",0,1,0,1
"(96, 48)",1,0,1,0
"(97, 48)",1,1,0,0
"(98, 48)",1,1,0,0
"(99, 48)",1,0,0,1
"(100, 48)",0,1,1,0
"(101, 48)",0,1,0,0
"(102, 48)",1,0,0,1
"(103, 48)",0,0,1,1
"(104, 48)",1,0,1,0
"(105, 48)",1,1,0,0
"(106, 48)",0,1,0,1
"(107, 48)",1,0,1,0
"(108, 48)",0,1,0,1
"(109, 48)",1,1,1,0
"(110, 48)",0,1,0,1
"(111, 48)",1,0,1,0
"(112, 48)",1,1,0,1
"(113, 48)",1,0,1,1
"(114, 48)",1,0,1,0
"(115, 48)",1,1,0,1
"(116, 48)",1,0,1,1
"(117, 48)",1,0,1,0
"(118, 48)",1,0,0,0
"(119, 48)",1,1,0,0
"(120, 48)",0,1,0,1
"(121, 48)",0,0,1,1
"(122, 48)",1,0,1,0
"(123, 48)",0,1,0,0
"(124, 48)",1,1,0,0
"(125, 48)",0,1,0,1
"(126, 48)",0,0,1,1
"(127, 48)",0,0,1,1
"(128, 48)",1,0,1,0
"(129, 48)",1,0,0,1
"(130, 48)",0,1,1,0
"(131, 48)",0,1,0,1
"(132, 48)",0,0,1,1
"(133, 48)",0,1,1,0
"(134, 48)",1,1,0,0
"(135, 48)",1,1,0,0
"(136, 48)",1,1,0,0
"(137, 48)",1,1,0,0
"(138, 48)",1,1,0,0
"(139, 48)",0,1,0,1
"(140, 48)",1,0,1,0
"(141, 48)",0,1,0,0
"(142, 48)",1,0,0,1
"(143, 48)",1,0,1,0
"(144, 48)",1,0,0,1
"(145, 48)",0,1,1,0
"(146, 48)",1,1,0,0
"(147, 48)",0,0,0,1
"(148, 48)",0,0,1,1
"(149, 48)",0,0,1,1
"(150, 48)",0,1,1,1
"(151, 48)",1,0,1,0
"(152, 48)",0,1,0,1
"(153, 48)",0,0,1,1
"(154, 48)",1,0,1,0
"(155, 48)",1,0,0,0
"(156, 48)",1,1,0,1
"(157, 48)",1,0,1,0
"(158, 48)",1,0,0,1
"(159, 48)",0,1,1,0
"(160, 48)",1,0,0,1
"(161, 48)",0,1,1,0
"(162, 48)",0,0,0,1
"(163, 48)",0,0,1,1
"(164, 48)",0,1,1,0
"(165, 48)",0,1,0,1
"(166, 48)",1,0,1,1
"(167, 48)",1,0,1,1
"(168, 48)",0,0,1,0
"(169, 48)",1,1,0,0
"(170, 48)",1,1,0,0
"(171, 48)",1,0,0,1
"(172, 48)",0,0,1,0
"(173, 48)",1,1,0,0
"(174, 48)",0,1,0,1
"(175, 48)",0,0,1,1
"(176, 48)",0,0,1,1
"(177, 48)",0,1,1,0
"(178, 48)",1,1,0,0
"(179, 48)",1,0,0,1
"(180, 48)",0,1,1,0
"(181, 48)",0,1,0,1
"(182, 48)",0,1,1,0
"(183, 48)",1,0,0,0
"(184, 48)",1,1,0,1
"(185, 48)",0,0,1,0
"(186, 48)",0,1,0,1
"(187, 48)",0,0,1,1
"(188, 48)",0,0,1,1
"(189, 48)",0,0,1,1
"(190, 48)",0,1,1,0
"(191, 48)",0,1,0,1
"(192, 48)",1,0,1,0
"(193, 48)",0,1,0,1
"(194, 48)",0,1,1,1
"(195, 48)",1,0,1,0
"(196, 48)",1,0,0,1
"(197, 48)",1,1,1,0
"(198, 48)",0,1,0,1
"(199, 48)",0,0,1,1
"(200, 48)",1,0,1,0
"(1, 49)",1,1,0,0
"(2, 49)",1,1,0,0
"(3, 49)",1,1,0,0
"(4, 49)",1,1,0,0
"(5, 49)",1,1,0,0
"(6, 49)",1,0,0,1
"(7, 49)",0,1,1,0
"(8, 49)",0,1,0,1
"(9, 49)",1,0,1,0
"(10, 49)",0,0,0,1
"(11, 49)",1,0,1,1
"(12, 49)",0,1,1,0
"(13, 49)",0,1,0,1
"(14, 49)",1,0,1,0
"(15, 49)",0,0,0,1
"(16, 49)",1,0,1,0
"(17, 49)",1,1,0,0
"(18, 49)",0,0,0,1
"(19, 49)",1,0,1,0
"(20, 49)",1,0,0,1
"(21, 49)",0,1,1,0
"(22, 49)",0,1,0,1
"(23, 49)",1,0,1,1
"(24, 49)",0,0,1,1
"(25, 49)",1,0,1,1
"(26, 49)",0,1,1,0
"(27, 49)",0,1,0,1
"(28, 49)",0,1,1,0
"(29, 49)",1,1,0,0
"(30, 49)",0,0,0,1
"(31, 49)",1,0,1,1
"(32, 49)",1,0,1,0
"(33, 49)",1,1,0,0
"(34, 49)",1,0,0,1
"(35, 49)",0,1,1,0
"(36, 49)",1,1,0,0
"(37, 49)",1,1,0,0
"(38, 49)",0,1,0,0
"(39, 49)",1,0,0,1
"(40, 49)",0,1,1,0
"(41, 49)",1,0,0,1
"(42, 49)",0,0,1,1
"(43, 49)",0,0,1,1
"(44, 49)",1,0,1,0
"(45, 49)",1,1,0,0
"(46, 49)",1,1,0,0
"(47, 49)",1,0,0,0
"(48, 49)",1,1,0,0
"(49, 49)",0,1,0,0
"(50, 49)",1,1,0,0
"(51, 49)",1,0,0,1
"(52, 49)",0,1,1,1
"(53, 49)",0,0,1,0
"(54, 49)",1,1,0,0
"(55, 49)",1,0,0,1
"(56, 49)",0,1,1,0
"(57, 49)",1,0,0,1
"(58, 49)",0,0,1,1
"(59, 49)",0,0,1,1
"(60, 49)",1,0,1,0
"(61, 49)",0,1,0,0
"(62, 49)",1,0,0,1
"(63, 49)",0,1,1,0
"(64, 49)",0,1,0,1
"(65, 49)",0,0,1,1
"(66, 49)",0,0,1,1
"(67, 49)",1,0,1,0
"(68, 49)",1,1,0,0
"(69, 49)",0,1,0,1
"(70, 49)",0,1,1,0
"(71, 49)",1,1,0,0
"(72, 49)",1,0,0,1
"(73, 49)",0,1,1,0
"(74, 49)",1,0,0,1
"(75, 49)",0,0,1,1
"(76, 49)",0,0,1,1
"(77, 49)",1,0,1,0
"(78, 49)",0,0,0,1
"(79, 49)",1,0,1,1
"(80, 49)",0,1,1,0
"(81, 49)",1,0,0,1
"(82, 49)",0,1,1,0
"(83, 49)",1,0,0,1
"(84, 49)",0,0,1,1
"(85, 49)",0,1,1,0
"(86, 49)",0,1,0,0
"(87, 49)",1,0,0,1
"(88, 49)",1,0,1,0
"(89, 49)",0,1,0,0
"(90, 49)",0,1,0,1
"(91, 49)",0,0,1,1
"(92, 49)",1,0,1,0
"(93, 49)",0,1,0,1
"(94, 49)",0,0,1,1
"(95, 49)",0,0,1,1
"(96, 49)",0,1,1,0
"(97, 49)",0,1,0,1
"(98, 49)",1,1,1,0
"(99, 49)",1,1,0,0
"(100, 49)",1,0,0,1
"(101, 49)",0,0,1,1
"(102, 49)",0,1,1,1
"(103, 49)",0,0,1,0
"(104, 49)",1,1,0,0
"(105, 49)",0,1,0,1
"(106, 49)",1,0,1,0
"(107, 49)",1,1,0,0
"(108, 49)",0,0,0,1
"(109, 49)",1,1,1,0
"(110, 49)",1,0,0,1
"(111, 49)",0,1,1,0
"(112, 49)",1,1,0,0
"(113, 49)",1,1,0,0
"(114, 49)",0,1,0,0
"(115, 49)",1,1,0,0
"(116, 49)",1,1,0,0
"(117, 49)",0,1,0,1
"(118, 49)",0,1,1,0
"(119, 49)",0,1,0,1
"(120, 49)",1,0,1,0
"(121, 49)",1,0,0,0
"(122, 49)",0,1,0,1
"(123, 49)",0,0,1,1
"(124, 49)",0,1,1,0
"(125, 49)",1,0,0,1
"(126, 49)",0,0,1,1
"(127, 49)",0,0,1,1
"(128, 49)",1,1,1,0
"(129, 49)",1,1,0,0
"(130, 49)",0,0,0,1
"(131, 49)",1,0,1,1
"(132, 49)",1,0,1,0
"(133, 49)",1,0,0,1
"(134, 49)",1,1,1,0
"(135, 49)",0,1,0,1
"(136, 49)",0,1,1,0
"(137, 49)",1,1,0,0
"(138, 49)",1,1,0,1
"(139, 49)",0,0,1,0
"(140, 49)",0,1,0,1
"(141, 49)",1,0,1,0
"(142, 49)",1,1,0,0
"(143, 49)",1,1,0,0
"(144, 49)",1,1,0,0
"(145, 49)",0,0,0,1
"(146, 49)",0,1,1,1
"(147, 49)",1,0,1,0
"(148, 49)",1,0,0,1
"(149, 49)",0,0,1,1
"(150, 49)",1,0,1,0
"(151, 49)",1,1,0,0
"(152, 49)",1,0,0,1
"(153, 49)",0,0,1,1
"(154, 49)",0,1,1,0
"(155, 49)",1,1,0,1
"(156, 49)",1,1,1,0
"(157, 49)",1,1,0,0
"(158, 49)",0,1,0,1
"(159, 49)",1,0,1,0
"(160, 49)",1,1,0,0
"(161, 49)",0,0,0,1
"(162, 49)",1,0,1,1
"(163, 49)",1,0,1,0
"(164, 49)",1,0,0,1
"(165, 49)",1,0,1,0
"(166, 49)",1,1,0,0
"(167, 49)",0,1,0,0
"(168, 49)",1,0,0,1
"(169, 49)",0,1,1,0
"(170, 49)",1,1,0,0
"(171, 49)",0,1,0,1
"(172, 49)",0,0,1,1
"(173, 49)",1,1,1,0
"(174, 49)",1,0,0,1
"(175, 49)",0,0,1,1
"(176, 49)",1,0,1,0
"(177, 49)",1,0,0,1
"(178, 49)",0,1,1,0
"(179, 49)",0,1,0,1
"(180, 49)",1,0,1,0
"(181, 49)",1,0,0,1
"(182, 49)",1,0,1,1
"(183, 49)",0,1,1,0
"(184, 49)",1,1,0,0
"(185, 49)",1,0,0,1
"(186, 49)",0,0,1,1
"(187, 49)",0,0,1,1
"(188, 49)",1,0,1,1
"(189, 49)",0,0,1,1
"(190, 49)",0,0,1,1
"(191, 49)",1,0,1,0
"(192, 49)",0,1,0,1
"(193, 49)",1,0,1,0
"(194, 49)",0,0,0,1
"(195, 49)",1,1,1,0
"(196, 49)",1,1,0,0
"(197, 49)",0,1,0,1
"(198, 49)",1,0,1,0
"(199, 49)",1,0,0,1
"(200, 49)",1,1,1,0
"(1, 50)",0,1,0,1
"(2, 50)",0,1,1,0
"(3, 50)",1,1,0,0
"(4, 50)",1,1,0,0
"(5, 50)",0,1,0,1
"(6, 50)",0,1,1,0
"(7, 50)",1,0,0,1
"(8, 50)",1,0,1,0
"(9, 50)",0,1,0,1
"(10, 50)",0,0,1,1
"(11, 50)",0,1,1,0
"(12, 50)",1,0,0,1
"(13, 50)",0,0,1,0
"(14, 50)",0,1,0,1
"(15, 50)",1,0,1,0
"(16, 50)",1,1,0,0
"(17, 50)",1,1,0,0
"(18, 50)",1,0,0,1
"(19, 50)",0,1,1,0
"(20, 50)",1,1,0,0
"(21, 50)",1,0,0,1
"(22, 50)",1,0,1,0
"(23, 50)",0,1,0,1
"(24, 50)",0,0,1,0
"(25, 50)",1,1,0,0
"(26, 50)",1,0,0,1
"(27, 50)",0,0,1,1
"(28, 50)",1,0,1,0
"(29, 50)",0,1,0,1
"(30, 50)",0,0,1,1
"(31, 50)",0,1,1,0
"(32, 50)",0,1,0,0
"(33, 50)",1,1,0,0
"(34, 50)",0,1,0,1
"(35, 50)",0,0,1,1
"(36, 50)",1,1,1,0
"(37, 50)",0,1,0,1
"(38, 50)",0,0,1,1
"(39, 50)",0,1,1,0
"(40, 50)",1,0,0,1
"(41, 50)",0,1,1,0
"(42, 50)",1,0,0,1
"(43, 50)",0,0,1,1
"(44, 50)",0,1,1,1
"(45, 50)",0,1,1,0
"(46, 50)",1,1,0,0
"(47, 50)",0,1,0,1
"(48, 50)",0,1,1,1
"(49, 50)",1,0,1,0
"(50, 50)",0,1,0,1
"(51, 50)",0,1,1,0
"(52, 50)",1,0,0,1
"(53, 50)",0,0,1,1
"(54, 50)",0,1,1,0
"(55, 50)",1,1,0,0
"(56, 50)",1,0,0,1
"(57, 50)",0,1,1,1
"(58, 50)",1,0,1,0
"(59, 50)",1,0,0,0
"(60, 50)",0,1,0,1
"(61, 50)",1,0,1,0
"(62, 50)",1,1,0,0
"(63, 50)",1,0,0,1
"(64, 50)",0,0,1,1
"(65, 50)",0,0,1,1
"(66, 50)",1,0,1,1
"(67, 50)",0,1,1,0
"(68, 50)",1,1,0,0
"(69, 50)",1,0,0,1
"(70, 50)",0,0,1,1
"(71, 50)",0,1,1,0
"(72, 50)",0,1,0,1
"(73, 50)",1,0,1,0
"(74, 50)",1,1,0,0
"(75, 50)",1,0,0,1
"(76, 50)",1,0,1,0
"(77, 50)",0,1,0,1
"(78, 50)",1,0,1,0
"(79, 50)",0,1,0,1
"(80, 50)",1,0,1,0
"(81, 50)",0,1,0,1
